site,E,N,z_floor_ft,acc_ha,valley_grade_tan,ux,uy,vx,vy,crest_ft,nwl_ft,H_max_m,abut_L,abut_R,dam_len_m,fill_cfrd_Mm3,fill_rcc_Mm3,gross_Mm3,water_acre,water_out_acre,spill,abut_in_parcel,eff_cfrd,head_m
2,686530.0,4356230.0,3714.925544051252,25.5952,0.2759064330208162,-0.8682545587839927,-0.49611895866900146,0.8637789008984335,-0.5038710255240862,4000.0,3980.0,86.89069417317842,340.0,334.0,674.0,3.2206273884546013,0.990155500615785,1.930792551989261,19.637958875958564,0.05139791934517039,False,False,0.5995082072862022,481.584
2,686530.0,4356230.0,3714.925544051252,25.5952,0.2759064330208162,-0.8682545587839927,-0.49611895866900146,0.8637789008984335,-0.5038710255240862,4050.0,4030.0,102.13069417317843,374.0,376.0,750.0,5.183483851889361,1.573290633772865,3.496097975937506,30.779446315550114,2.439424325843856,False,False,0.6744687696216496,496.824
3,686554.0,4356210.0,3747.712727989182,23.6992,0.29257659912109374,-0.7866107318554576,-0.6174492339697423,0.8,-0.6,3850.0,3830.0,31.17716050889726,62.0,56.0,118.0,0.08238230751294569,0.028471634905797693,0.030194705810546934,0.9884215258686613,0.0,False,True,0.3665193015600114,435.86400000000003
3,686554.0,4356210.0,3747.712727989182,23.6992,0.29257659912109374,-0.7866107318554576,-0.6174492339697423,0.8,-0.6,3900.0,3880.0,46.41716050889727,94.0,88.0,182.0,0.2636681224233451,0.08622032106163822,0.1435879365332034,2.9059592860538643,0.0,False,True,0.5445782949167395,451.10400000000004
3,686554.0,4356210.0,3747.712727989182,23.6992,0.29257659912109374,-0.7866107318554576,-0.6174492339697423,0.8,-0.6,3950.0,3930.0,61.65716050889728,296.0,152.0,448.0,0.9185063534575834,0.29341006767017036,0.40868902196191487,5.985880760660613,0.0,False,True,0.4449495862750046,466.34400000000005
3,686554.0,4356210.0,3747.712727989182,23.6992,0.29257659912109374,-0.7866107318554576,-0.6174492339697423,0.8,-0.6,4000.0,3980.0,76.89716050889729,328.0,332.0,660.0,1.9425832648475752,0.6077453732000435,1.158950056257815,15.035868251514076,0.4190907269683124,False,False,0.5966025123503533,481.584
3,686554.0,4356210.0,3747.712727989182,23.6992,0.29257659912109374,-0.7866107318554576,-0.6174492339697423,0.8,-0.6,4050.0,4030.0,92.1371605088973,368.0,418.0,786.0,3.5499649117034555,1.089316858392724,2.404508573027349,25.422201645341968,2.7596729002253024,False,False,0.6773330533775733,496.824
4,686574.0,4356182.0,3778.2346281027744,23.4736,0.2814113129177599,-0.7682212795973759,-0.6401843996644799,0.6401843996644799,-0.7682212795973759,3900.0,3880.0,37.114085354274266,60.0,66.0,126.0,0.12967752379599756,0.04375784793505947,0.07866989726171893,1.9017230157713043,0.0,False,True,0.6066579231222724,451.10400000000004
4,686574.0,4356182.0,3778.2346281027744,23.4736,0.2814113129177599,-0.7682212795973759,-0.6401843996644799,0.6401843996644799,-0.7682212795973759,3950.0,3930.0,52.354085354274275,94.0,130.0,224.0,0.3529724537827365,0.11442132461292573,0.2643186368623053,4.337193655511686,0.0,False,True,0.7488364432681767,466.34400000000005
4,686574.0,4356182.0,3778.2346281027744,23.4736,0.2814113129177599,-0.7682212795973759,-0.6401843996644799,0.6401843996644799,-0.7682212795973759,4000.0,3980.0,67.59408535427428,314.0,326.0,640.0,1.0738994407608777,0.3456057655102736,0.6555853105996109,8.753461033092865,0.05139791934517039,False,False,0.610471786944145,481.584
4,686574.0,4356182.0,3778.2346281027744,23.4736,0.2814113129177599,-0.7682212795973759,-0.6401843996644799,0.6401843996644799,-0.7682212795973759,4050.0,4030.0,82.8340853542743,342.0,368.0,710.0,2.2567200889444163,0.7086176785118957,1.6298316926113325,19.68540310920026,2.1903421013249535,False,False,0.7222126042994053,496.824
5,686598.0,4356158.0,3798.28772624125,21.9888,0.20378480311871955,-0.7682212795973759,-0.6401843996644799,0.6401843996644799,-0.7682212795973759,3900.0,3880.0,31.001901041666997,56.0,54.0,110.0,0.08011773970366216,0.028403151620474288,0.0358795225888673,1.1505226561111217,0.0,False,True,0.447834932957142,451.10400000000004
5,686598.0,4356158.0,3798.28772624125,21.9888,0.20378480311871955,-0.7682212795973759,-0.6401843996644799,0.6401843996644799,-0.7682212795973759,3950.0,3930.0,46.241901041667006,78.0,100.0,178.0,0.24150921815212076,0.08113648104018933,0.161185062259766,3.0799214746067487,0.0,False,True,0.667407494807256,466.34400000000005
5,686598.0,4356158.0,3798.28772624125,21.9888,0.20378480311871955,-0.7682212795973759,-0.6401843996644799,0.6401843996644799,-0.7682212795973759,4000.0,3980.0,61.481901041667015,108.0,140.0,248.0,0.5465277409242184,0.1784099439126919,0.45328946420019645,6.843830645114611,0.05139791934517039,False,True,0.8293988214278945,481.584
5,686598.0,4356158.0,3798.28772624125,21.9888,0.20378480311871955,-0.7682212795973759,-0.6401843996644799,0.6401843996644799,-0.7682212795973759,4050.0,4030.0,76.72190104166702,358.0,336.0,694.0,1.3675294085745326,0.4471876853541333,1.1042372556337918,14.090937272783636,1.2137816337667162,False,False,0.8074687452497363,496.824
5,686598.0,4356158.0,3798.28772624125,21.9888,0.20378480311871955,-0.7682212795973759,-0.6401843996644799,0.6401843996644799,-0.7682212795973759,4100.0,4080.0,91.96190104166703,394.0,394.0,788.0,2.6758813897722455,0.856169192501721,2.281510009036139,23.971198845366775,5.9226217830050185,False,False,0.8526200069093222,512.0640000000001
6,686622.0,4356138.0,3824.2531351182342,21.2576,0.22225390596749245,-0.843489400804617,-0.5371458188706937,0.7371541402007414,-0.6757246285173463,3950.0,3930.0,38.32764441596214,78.0,70.0,148.0,0.16394591223925364,0.056090805450273416,0.09363436202832058,2.1428978680832578,0.0,False,True,0.5711295923723657,466.34400000000005
6,686622.0,4356138.0,3824.2531351182342,21.2576,0.22225390596749245,-0.843489400804617,-0.5371458188706937,0.7371541402007414,-0.6757246285173463,4000.0,3980.0,53.56764441596215,110.0,116.0,226.0,0.4122358893489117,0.1357128103633723,0.3111149134365243,5.3137541230699235,0.05139791934517039,False,True,0.7547011831694262,481.584
6,686622.0,4356138.0,3824.2531351182342,21.2576,0.22225390596749245,-0.843489400804617,-0.5371458188706937,0.7371541402007414,-0.6757246285173463,4050.0,4030.0,68.80764441596216,360.0,154.0,514.0,1.1284948820148475,0.36750403385365316,0.7835531333603535,10.046316388929073,1.2137816337667162,False,True,0.694334680509472,496.824
6,686622.0,4356138.0,3824.2531351182342,21.2576,0.22225390596749245,-0.843489400804617,-0.5371458188706937,0.7371541402007414,-0.6757246285173463,4100.0,4080.0,84.04764441596217,396.0,218.0,614.0,2.1871899503574936,0.6951582998465974,1.8387724197207078,19.962161136443484,4.408360005374229,False,False,0.8407008359837073,512.0640000000001
7,686646.0,4356114.0,3847.0727592906583,20.472,0.22860185944919825,-0.7071067811865476,-0.7071067811865476,0.7071067811865476,-0.7071067811865476,3950.0,3930.0,31.372222968207325,62.0,66.0,128.0,0.0901378081264614,0.03188714313930283,0.04338342396289079,1.2375037503875639,0.0,False,True,0.4813010751495619,466.34400000000005
7,686646.0,4356114.0,3847.0727592906583,20.472,0.22860185944919825,-0.7071067811865476,-0.7071067811865476,0.7071067811865476,-0.7071067811865476,4000.0,3980.0,46.612222968207334,96.0,110.0,206.0,0.28140785507213245,0.09434943203339077,0.18842752261816473,3.858797636991254,0.05139791934517039,False,True,0.6695887098455928,481.584
7,686646.0,4356114.0,3847.0727592906583,20.472,0.22860185944919825,-0.7071067811865476,-0.7071067811865476,0.7071067811865476,-0.7071067811865476,4050.0,4030.0,61.85222296820734,136.0,150.0,286.0,0.6481657716659908,0.2103065536470213,0.5538298920380876,8.03389016226048,1.2137816337667162,False,True,0.8544571716808954,496.824
